timestamp_ms,pid,cpu_burst_ms,ground_truth
11052338.36,27256,5.7462,LC
11052352.18,27255,8.5218,LC
11052357.7,27254,5.2064,LC
11052374.37,27256,4.1009,LC
11052374.57,27255,4.2617,LC
11052380.66,27257,38.567,BG
11052410.71,27254,4.7479,LC
11052426.61,27256,5.0123,LC
11052444.12,27255,6.2257,LC
11052444.25,27254,5.2869,LC
11052448.51,27256,4.0438,LC
11052460.99,27257,30.2084,BG
11052482.71,27255,4.1963,LC
11052512.62,27254,8.4034,LC
11052515.25,27256,9.6344,LC
11052541.06,27257,29.6669,BG
11052615.35,27255,15.6541,LC
11052615.56,27254,13.6524,LC
11052628.72,27257,37.0847,BG
11052683.6,27256,10.4926,LC
11052689.53,27255,7.9993,LC
11052708.19,27257,28.7194,BG
11052723.17,27254,5.267,LC
11052736.38,27256,7.5872,LC
11052791.46,27257,33.0701,BG
11052840.64,27255,11.0568,LC
11052844.53,27254,12.4852,LC
11052852.05,27256,6.984,LC
11052869.75,27257,27.5276,BG
11052928.29,27254,4.8132,LC
11052944.16,27257,24.0553,BG
11052990.5,27255,8.1495,LC
11053020.25,27257,25.6143,BG
11053101.2,27257,30.5423,BG
11053185.9,27257,34.5566,BG
11053221.46,27256,9.2169,LC
11053244.82,27254,10.8216,LC
11053268.75,27257,27.012,BG
11053352.55,27257,33.6377,BG
11053402.17,27255,10.4155,LC
11053407.87,27256,7.3172,LC
11053418.79,27254,9.7629,LC
11053435.1,27257,32.3296,BG
11053436.2,27255,4.2909,LC
11053456.2,27256,4.5901,LC
11053466.53,27254,5.9149,LC
11053496.07,27255,4.8563,LC
11053498.54,27256,4.3786,LC
11053513.09,27257,27.7804,BG
11053515.8,27254,4.1761,LC
11053558.12,27255,9.7228,LC
11053577.36,27256,7.9193,LC
11053596.69,27257,33.0597,BG
11053606.91,27254,4.4124,LC
11053611.25,27255,4.612,LC
11053612.82,27254,4.9143,LC
11053616.51,27256,4.8047,LC
11053624.51,27255,4.6493,LC
11053632.5,27254,5.1999,LC
11053674.57,27256,5.6886,LC
11053685.41,27257,38.5282,BG
11053688.77,27255,4.0441,LC
11053704.4,27254,4.5269,LC
11053706.07,27256,4.2631,LC
11053753.64,27255,8.7422,LC
11053769.29,27254,4.169,LC
11053769.56,27257,34.0198,BG
11053776.17,27256,3.9725,LC
11053789.11,27255,4.5699,LC
11053800.9,27254,5.1161,LC
11053816.03,27256,6.8504,LC
11053845.03,27257,25.2639,BG
11053853.52,27255,5.9323,LC
11053855.91,27254,4.3737,LC
11053878.04,27256,4.2674,LC
11053916.26,27255,4.8529,LC
11053926.21,27257,30.8814,BG
11053953.37,27254,7.8136,LC
11053953.83,27256,7.7397,LC
11053964.03,27255,6.3785,LC
11053978.13,27254,6.3539,LC
11053982.06,27256,6.0726,LC
11053983.29,27255,4.3016,LC
11053990.98,27254,4.0421,LC
11054001.13,27256,4.0714,LC
11054005.6,27257,28.5608,BG
11054012.63,27255,3.9992,LC
11054017.74,27254,4.1041,LC
11054035.7,27256,5.7841,LC
11054042.39,27255,4.4289,LC
11054046.68,27254,4.3949,LC
11054062.67,27255,8.296,LC
11054074.15,27256,4.0799,LC
11054084.89,27257,28.6031,BG
11054089.36,27254,4.0805,LC
11054111.13,27255,6.0425,LC
11054112.32,27256,5.7437,LC
11054133.39,27254,7.7145,LC
11054139.48,27255,7.9912,LC
11054156.9,27256,4.0979,LC
11054164.93,27257,30.0761,BG
11054226.4,27254,10.0079,LC
11054231.23,27255,7.0053,LC
11054251.66,27257,26.912,BG
11054277.36,27256,6.2933,LC
11054284.24,27254,4.8501,LC
11054315.26,27255,5.0752,LC
11054327.66,27256,4.0017,LC
11054330.94,27257,29.2753,BG
11054401.82,27254,11.3753,LC
11054404.55,27255,9.6736,LC
11054418.28,27257,36.7891,BG
11054448.08,27256,4.448,LC
11054475.26,27254,7.5873,LC
11054500.1,27257,31.5477,BG
11054516.03,27255,6.0205,LC
11054542.2,27256,4.9775,LC
11054545.16,27254,6.5467,LC
11054547.83,27255,5.1831,LC
11054566.12,27256,5.1334,LC
11054578.1,27257,27.8043,BG
11054598.28,27254,5.444,LC
11054602.63,27255,4.1544,LC
11054627.07,27256,8.0184,LC
11054655.49,27255,7.4014,LC
11054655.57,27254,7.7422,LC
11054655.64,27256,5.1338,LC
11054661.14,27257,32.8374,BG
11054669.17,27255,4.2674,LC
11054673.89,27254,8.0967,LC
11054674.44,27256,7.1449,LC
11054739.35,27255,6.0913,LC
11054751.76,27257,40.1329,BG
11054758.91,27254,6.4803,LC
11054764.73,27256,6.1076,LC
11054769.22,27255,5.4869,LC
